       0       0      100.000000 
       0       1      100.000000 
       0       2        0.000000 
       0       3      100.000000 
       0       4        0.000000 
       0       5        0.000000 
       0       6        0.000000 
       0       7      100.000000 
       0       8      100.000000 
       0       9      100.000000 
       0      10      100.000000 
       0      11      100.000000 
       0      12      100.000000 
       0      13      100.000000 
       0      14      100.000000 
       0      15      100.000000 
       0      16      100.000000 
       0      17        0.000000 
       0      18      100.000000 
       0      19        0.000000 
       0      20      100.000000 
       0      21      100.000000 
       0      22      100.000000 
       0      23      100.000000 
       0      24      100.000000 
       0      25      100.000000 
       0      26      100.000000 
       0      27      100.000000 
       0      28      100.000000 
       0      29      100.000000 
       0      30        0.000000 
       0      31      100.000000 
         
       1       0      100.000000 
       1       1      100.000000 
       1       2        0.000000 
       1       3      100.000000 
       1       4      100.000000 
       1       5      100.000000 
       1       6      100.000000 
       1       7      100.000000 
       1       8        0.000000 
       1       9      100.000000 
       1      10      100.000000 
       1      11      100.000000 
       1      12      100.000000 
       1      13      100.000000 
       1      14      100.000000 
       1      15      100.000000 
       1      16      100.000000 
       1      17      100.000000 
       1      18      100.000000 
       1      19      100.000000 
       1      20      100.000000 
       1      21      100.000000 
       1      22      100.000000 
       1      23        0.000000 
       1      24        0.000000 
       1      25      100.000000 
       1      26      100.000000 
       1      27      100.000000 
       1      28      100.000000 
       1      29        0.000000 
       1      30      100.000000 
       1      31      100.000000 
         
       2       0      100.000000 
       2       1      100.000000 
       2       2      100.000000 
       2       3      100.000000 
       2       4      100.000000 
       2       5      100.000000 
       2       6        0.000000 
       2       7        0.000000 
       2       8      100.000000 
       2       9      100.000000 
       2      10      100.000000 
       2      11      100.000000 
       2      12      100.000000 
       2      13      100.000000 
       2      14      100.000000 
       2      15      100.000000 
       2      16      100.000000 
       2      17      100.000000 
       2      18      100.000000 
       2      19      100.000000 
       2      20      100.000000 
       2      21      100.000000 
       2      22      100.000000 
       2      23      100.000000 
       2      24      100.000000 
       2      25      100.000000 
       2      26      100.000000 
       2      27      100.000000 
       2      28        0.000000 
       2      29      100.000000 
       2      30      100.000000 
       2      31      100.000000 
         
       3       0      100.000000 
       3       1      100.000000 
       3       2        0.000000 
       3       3      100.000000 
       3       4        0.000000 
       3       5      100.000000 
       3       6      100.000000 
       3       7      100.000000 
       3       8      100.000000 
       3       9      100.000000 
       3      10      100.000000 
       3      11      100.000000 
       3      12      100.000000 
       3      13      100.000000 
       3      14        0.000000 
       3      15      100.000000 
       3      16        0.000000 
       3      17      100.000000 
       3      18      100.000000 
       3      19      100.000000 
       3      20      100.000000 
       3      21      100.000000 
       3      22      100.000000 
       3      23      100.000000 
       3      24      100.000000 
       3      25      100.000000 
       3      26      100.000000 
       3      27      100.000000 
       3      28      100.000000 
       3      29      100.000000 
       3      30      100.000000 
       3      31        0.000000 
         
       4       0      100.000000 
       4       1      100.000000 
       4       2      100.000000 
       4       3      100.000000 
       4       4      100.000000 
       4       5        0.000000 
       4       6      100.000000 
       4       7      100.000000 
       4       8      100.000000 
       4       9      100.000000 
       4      10        0.000000 
       4      11      100.000000 
       4      12        0.000000 
       4      13      100.000000 
       4      14      100.000000 
       4      15      100.000000 
       4      16      100.000000 
       4      17      100.000000 
       4      18      100.000000 
       4      19      100.000000 
       4      20      100.000000 
       4      21        0.000000 
       4      22        0.000000 
       4      23      100.000000 
       4      24      100.000000 
       4      25      100.000000 
       4      26      100.000000 
       4      27      100.000000 
       4      28      100.000000 
       4      29      100.000000 
       4      30      100.000000 
       4      31      100.000000 
         
       5       0      100.000000 
       5       1      100.000000 
       5       2      100.000000 
       5       3        0.000000 
       5       4      100.000000 
       5       5      100.000000 
       5       6      100.000000 
       5       7      100.000000 
       5       8      100.000000 
       5       9      100.000000 
       5      10      100.000000 
       5      11      100.000000 
       5      12      100.000000 
       5      13      100.000000 
       5      14      100.000000 
       5      15      100.000000 
       5      16      100.000000 
       5      17      100.000000 
       5      18      100.000000 
       5      19      100.000000 
       5      20      100.000000 
       5      21      100.000000 
       5      22      100.000000 
       5      23      100.000000 
       5      24      100.000000 
       5      25      100.000000 
       5      26      100.000000 
       5      27      100.000000 
       5      28      100.000000 
       5      29      100.000000 
       5      30      100.000000 
       5      31      100.000000 
         
       6       0      100.000000 
       6       1      100.000000 
       6       2      100.000000 
       6       3        0.000000 
       6       4      100.000000 
       6       5      100.000000 
       6       6      100.000000 
       6       7      100.000000 
       6       8      100.000000 
       6       9      100.000000 
       6      10        0.000000 
       6      11      100.000000 
       6      12        0.000000 
       6      13      100.000000 
       6      14      100.000000 
       6      15      100.000000 
       6      16      100.000000 
       6      17      100.000000 
       6      18      100.000000 
       6      19      100.000000 
       6      20      100.000000 
       6      21      100.000000 
       6      22      100.000000 
       6      23      100.000000 
       6      24      100.000000 
       6      25      100.000000 
       6      26      100.000000 
       6      27      100.000000 
       6      28      100.000000 
       6      29        0.000000 
       6      30      100.000000 
       6      31      100.000000 
         
       7       0      100.000000 
       7       1      100.000000 
       7       2        0.000000 
       7       3      100.000000 
       7       4      100.000000 
       7       5      100.000000 
       7       6      100.000000 
       7       7      100.000000 
       7       8      100.000000 
       7       9      100.000000 
       7      10      100.000000 
       7      11      100.000000 
       7      12      100.000000 
       7      13      100.000000 
       7      14        0.000000 
       7      15      100.000000 
       7      16      100.000000 
       7      17      100.000000 
       7      18        0.000000 
       7      19      100.000000 
       7      20      100.000000 
       7      21      100.000000 
       7      22      100.000000 
       7      23      100.000000 
       7      24      100.000000 
       7      25      100.000000 
       7      26        0.000000 
       7      27      100.000000 
       7      28        0.000000 
       7      29        0.000000 
       7      30      100.000000 
       7      31      100.000000 
         
       8       0      100.000000 
       8       1      100.000000 
       8       2      100.000000 
       8       3      100.000000 
       8       4      100.000000 
       8       5      100.000000 
       8       6      100.000000 
       8       7      100.000000 
       8       8      100.000000 
       8       9      100.000000 
       8      10      100.000000 
       8      11        0.000000 
       8      12        0.000000 
       8      13      100.000000 
       8      14      100.000000 
       8      15      100.000000 
       8      16      100.000000 
       8      17      100.000000 
       8      18        0.000000 
       8      19      100.000000 
       8      20      100.000000 
       8      21      100.000000 
       8      22      100.000000 
       8      23      100.000000 
       8      24      100.000000 
       8      25      100.000000 
       8      26      100.000000 
       8      27      100.000000 
       8      28      100.000000 
       8      29      100.000000 
       8      30      100.000000 
       8      31      100.000000 
         
       9       0      100.000000 
       9       1      100.000000 
       9       2      100.000000 
       9       3      100.000000 
       9       4      100.000000 
       9       5      100.000000 
       9       6      100.000000 
       9       7        0.000000 
       9       8      100.000000 
       9       9      100.000000 
       9      10      100.000000 
       9      11      100.000000 
       9      12      100.000000 
       9      13      100.000000 
       9      14      100.000000 
       9      15        0.000000 
       9      16      100.000000 
       9      17      100.000000 
       9      18      100.000000 
       9      19        0.000000 
       9      20      100.000000 
       9      21        0.000000 
       9      22      100.000000 
       9      23      100.000000 
       9      24      100.000000 
       9      25      100.000000 
       9      26        0.000000 
       9      27      100.000000 
       9      28      100.000000 
       9      29      100.000000 
       9      30      100.000000 
       9      31      100.000000 
         
      10       0      100.000000 
      10       1        0.000000 
      10       2      100.000000 
      10       3      100.000000 
      10       4      100.000000 
      10       5      100.000000 
      10       6      100.000000 
      10       7      100.000000 
      10       8      100.000000 
      10       9      100.000000 
      10      10      100.000000 
      10      11      100.000000 
      10      12      100.000000 
      10      13      100.000000 
      10      14      100.000000 
      10      15      100.000000 
      10      16      100.000000 
      10      17        0.000000 
      10      18        0.000000 
      10      19      100.000000 
      10      20      100.000000 
      10      21      100.000000 
      10      22      100.000000 
      10      23      100.000000 
      10      24      100.000000 
      10      25        0.000000 
      10      26      100.000000 
      10      27      100.000000 
      10      28      100.000000 
      10      29      100.000000 
      10      30      100.000000 
      10      31      100.000000 
         
      11       0      100.000000 
      11       1      100.000000 
      11       2      100.000000 
      11       3      100.000000 
      11       4      100.000000 
      11       5      100.000000 
      11       6      100.000000 
      11       7      100.000000 
      11       8        0.000000 
      11       9      100.000000 
      11      10      100.000000 
      11      11      100.000000 
      11      12      100.000000 
      11      13        0.000000 
      11      14      100.000000 
      11      15      100.000000 
      11      16      100.000000 
      11      17      100.000000 
